% Model:              C2noStructPeEpsMin1Eps002.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 16:40
% Dimension:          2
% Nodes:              3001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, Concentration, Gradient of c2, x component, Gradient of c2, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
0                         -1.763                   0                        0                        1.2873095165608983E-7    1.1039852896698528E-6    3.654621734461345E-6
0                         -1.762                   0                        0                        1.3249758446613642E-7    1.1937005167759418E-6    3.8786438856326695E-6
0                         -1.761                   0                        0                        1.3648823942735524E-7    1.2834157438820507E-6    4.102666036804043E-6
0                         -1.76                    0                        0                        1.407029165397445E-7     1.3731309709881412E-6    4.326688187975368E-6
0                         -1.759                   0                        0                        1.4514161580330606E-7    1.46284619809425E-6      4.550710339146747E-6
0                         -1.758                   0                        0                        1.498043372180379E-7     1.552561425200338E-6     4.774732490318071E-6
0                         -1.7570000000000001      0                        0                        1.5469108078394108E-7    1.6422766523064274E-6    4.998754641489393E-6
0                         -1.756                   0                        0                        1.5980184650101675E-7    1.731991879412539E-6     5.2227767926607694E-6
0                         -1.755                   0                        0                        1.651366343692638E-7     1.82170710651865E-6      5.446798943832143E-6
0                         -1.754                   0                        0                        1.70695444388681E-7      1.9114223336247406E-6    5.67082109500347E-6
0                         -1.7530000000000001      0                        0                        1.7647827655926951E-7    2.0011375607308294E-6    5.8948432461747965E-6
0                         -1.752                   0                        0                        1.8248513088103063E-7    2.090852787836938E-6     6.118865397346171E-6
0                         -1.751                   0                        0                        1.887160073539632E-7     2.1805680149430494E-6    6.342887548517544E-6
0                         -1.75                    0                        0                        1.9517090597806568E-7    2.2702832420491386E-6    6.56690969968887E-6
0                         -1.749                   0                        0                        2.018498267533395E-7     2.3599984691552286E-6    6.7909318508601965E-6
0                         -1.748                   0                        0                        2.0875276967978616E-7    2.4497136962613357E-6    7.014954002031569E-6
0                         -1.7469999999999999      0                        0                        2.158797347574042E-7     2.5394289233674465E-6    7.238976153202946E-6
0                         -1.746                   0                        0                        2.2323072198619193E-7    2.6291441504735382E-6    7.46299830437427E-6
0                         -1.745                   0                        0                        2.3080573136615105E-7    2.7188593775796232E-6    7.687020455545594E-6
