% Model:              C2DNSEps01Pe1.mph
% Version:            COMSOL 5.6.0.280
% Date:               Apr 22 2021, 17:05
% Dimension:          2
% Nodes:              4001
% Expressions:        5
% Description:        Velocity field, x component, Velocity field, y component, , , Gradient of c, y component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)                  u2 (1)                   u2x (1/m)                u2y (1/m)
-0.845                    -0.5                     0.9347980187436897       -1.4387033131630209E-5   0.999998099084993        -4.128006070732548E-5    -6.20294130189513E-9
-0.844                    -0.5                     0.9340137441755774       -1.4468045434169323E-5   0.9999980575173074       -4.185531003804593E-5    -6.302458930803277E-9
-0.843                    -0.5                     0.9332253332906021       -1.4548913207409173E-5   0.9999980153743727       -4.243055938830629E-5    -6.401980112425103E-9
-0.842                    -0.5                     0.9324328234871428       -1.4629635966399992E-5   0.9999979732317075       -3.948514395986194E-5    -5.801041002322767E-9
-0.841                    -0.5                     0.9316366179134966       -1.4710211456862125E-5   0.99999793311878         -4.074071151557517E-5    -6.094327693304115E-9
-0.84                     -0.5                     0.9308366991313893       -1.4790642053876827E-5   0.9999978917502846       -4.1996279069512036E-5   -6.387600173399964E-9
-0.839                    -0.5                     0.9300330671408205       -1.4870927757444586E-5   0.9999978491262217       -4.325184662522526E-5    -6.680886864365921E-9
-0.838                    -0.5                     0.9292257219417901       -1.4951068567563844E-5   0.9999978052465913       -4.450741417916214E-5    -6.974173555347269E-9
-0.837                    -0.5                     0.9284146635342988       -1.5031064484236216E-5   0.9999977601113933       -4.5762981733099E-5      -7.267463799026904E-9
-0.836                    -0.5                     0.9275998919183461       -1.511091550746018E-5    0.9999977137206278       -4.7018549260390516E-5   -7.560709633785554E-9
-0.835                    -0.5                     0.926781407093932        -1.5190621637237258E-5   0.9999976660742945       -4.827411682320918E-5    -7.854010535613923E-9
-0.834                    -0.5                     0.9259592090610566       -1.527018287356726E-5    0.9999976171723941       -4.95296843664879E-5     -8.147291897501665E-9
-0.833                    -0.5                     0.9251332978197198       -1.5349599216448394E-5   0.9999975670149259       -5.078525192486567E-5    -8.44058569391037E-9
-0.832                    -0.5                     0.9243036733699216       -1.5428870665881306E-5   0.9999975156018905       -5.2040819461927145E-5   -8.733865279456666E-9
-0.831                    -0.5                     0.9234703357116625       -1.5507997221867392E-5   0.9999974629332872       -5.32963870167522E-5     -9.02714752953822E-9
-0.83                     -0.5                     0.9226332848449419       -1.5586978884407427E-5   0.9999974090091163       -5.45519545569223E-5     -9.32042533871613E-9
-0.829                    -0.5                     0.9217925207697598       -1.5665815653498407E-5   0.9999973538293778       -5.580752211085917E-5    -9.613692489753006E-9
-0.828                    -0.5                     0.9209480434861165       -1.574450752914231E-5    0.9999972973940722       -5.706308966790466E-5    -9.906978292534771E-9
-0.827                    -0.5                     0.920099852994012        -1.5823054511338647E-5   0.9999972397031988       -5.8318657214736097E-5   -1.0200260320560175E-8
-0.826                    -0.5                     0.9192479492934461       -1.5901456600087474E-5   0.9999971807567578       -5.9574224757959324E-5   -1.049354179349908E-8
